name,rank,year,industry,sector,headquarters_state
"Family Dollar Stores, Inc.",443,2002,General Merchandisers,,NC
"Wesco International, Inc.",444,2002,Wholesalers: Diversified,,PA
"Ames Department Stores, Inc.",445,2002,General Merchandisers,,CT
Kerr-McGee,446,2002,"Mining, Crude-Oil Production",,OK
Quest Diagnostics Incorporated,447,2002,Health Care,,NJ
"Smith International, Inc.",448,2002,"Oil and Gas Equipment, Services",,TX
"Spartan Stores, Inc.",449,2002,Wholesalers: Food and Grocery,,MI
"USA Education, Inc.",450,2002,Diversified Financials,,VA
Interstate Bakeries Corporation,451,2002,Food Consumer Products,,MO
"Caremark Rx, Inc.",452,2002,Wholesalers: Food and Grocery,,WI
SCANA Corporation,453,2002,Utilities: Gas and Electric,,SC
"Liz Claiborne, Inc.",454,2002,Apparel,,NY
"Mohawk Industries, Inc.",455,2002,Textiles,,GA
Adelphia Communications Corporation,456,2002,Telecommunications,,PA
"Big Lots, Inc.",457,2002,Specialty Retailers,,OH
"Core-Mark International, Inc.",458,2002,Wholesalers: Diversified,,CA
"Emcor Group, Inc.",459,2002,Engineering & Construction,,CT
Foster Wheeler Ltd.,460,2002,Engineering & Construction,,NJ
"Borders Group, Inc.",461,2002,Specialty Retailers,,MI
"Shopko Stores, Inc.",462,2002,Specialty Retailers,,WI
AmSouth Bancorporation,463,2002,Commercial Banks,,AL
"Puget Energy, Inc.",464,2002,Utilities: Gas and Electric,,WA
Tenneco Automotive Inc.,465,2002,Motor Vehicles & Parts,,IL
"Harley-Davidson, Inc.",466,2002,Transportation Equipment,,WI
"Western Gas Resources, Inc.",467,2002,Pipelines,,CO
Jefferson-Pilot Corporation,469,2002,"Insurance: Life, Health (Stock)",,NC
Burlington Resources Inc.,470,2002,"Mining, Crude-Oil Production",,TX
Allmerica Financial Corporation,471,2002,Insurance: Property and Casualty (Stock),,MA
USG Corporation,472,2002,"Building Materials, Glass",,IL
Yellow Corporation,473,2002,"Trucking, Truck Leasing",,KS
Northern Trust Corporation,474,2002,Commercial Banks,,IL
Aid Association for Lutherans,475,2002,"Insurance: Life, Health (Mutual)",,WI
Performance Food Group Company,476,2002,Wholesalers: Food and Grocery,,VA
JDS Uniphase Corporation,477,2002,Network and Other Communications Equipment,,CA
Lyondell Chemical Company,478,2002,Chemicals,,TX
Airborne Inc.,479,2002,"Mail, Package, and Freight Delivery",,WA
"Comdisco, Inc.",480,2002,Computer And Data Services,,IL
NSTAR,481,2002,Utilities: Gas and Electric,,MA
OGE Energy Corp,482,2002,Utilities: Gas and Electric,,OK
"Staff Leasing, Inc.",483,2002,Diversified Outsourcing Services,,FL
"Enterprise Products Partners,, L.P.",484,2002,Pipelines,,TX
"PepsiAmericas, Inc.",485,2002,Beverages,,MN
Cooper Tire & Rubber Company,486,2002,Motor Vehicles & Parts,,OH
Coventry Health Care Inc.,487,2002,Health Care,,MD
Anixter International Inc.,488,2002,Wholesalers: Electronics and Office Equipment,,IL
Union Planters Corporation,489,2002,Commercial Banks,,TN
"Armstrong Holdings, Inc.",490,2002,"Building Materials, Glass",,PA
Equity Office Properties Trust,491,2002,Real Estate,,IL
Amazon.Com Inc.,492,2002,Specialty Retailers,,WA
"Lennox International, Inc.",493,2002,Industrial and Farm Equipment,,TX
"American Axle & Manufacturing Holdings, Inc.",494,2002,Motor Vehicles & Parts,,MI
"C. H. Robinson Worldwide, Inc.",495,2002,Transportation and Logistics,,MN
"Kindred Healthcare, Inc.",496,2002,Health Care,,KY
Devon Energy Corporation,497,2002,"Mining, Crude-Oil Production",,OK
Sealed Air Corporation,498,2002,"Packaging, Containers",,NJ
Hilton Hotels Corporation,499,2002,"Hotels, Casinos, Resorts",,CA
The New York Times Company,500,2002,"Publishing, Printing",,NY
"Wal-Mart Stores, Inc.",1,2003,General Merchandisers,,AR
General Motors Corporation,2,2003,Motor Vehicles & Parts,,MI
Exxon Mobil Corporation,3,2003,Petroleum Refining,,TX
Ford Motor Company,4,2003,Motor Vehicles & Parts,,MI
General Electric Company,5,2003,Diversified Financials,,CT
"Citigroup, Inc.",6,2003,Commercial Banks,,NY
ChevronTexaco Corporation,7,2003,Petroleum Refining,,CA
International Business Machines Corporation,8,2003,"Computers, Office Equipment",,NY
"American International Group,Inc.",9,2003,Insurance: Property and Casualty (Stock),,NY
Verizon Communications Inc.,10,2003,Telecommunications,,NY
"Altria Group, Inc.",11,2003,Tobacco,,NY
ConocoPhillips,12,2003,Petroleum Refining,,TX
"The Home Depot, Inc.",13,2003,Specialty Retailers,,GA
Hewlett-Packard Company,14,2003,"Computers, Office Equipment",,CA
The Boeing Company,15,2003,Aerospace & Defense,,IL
Fannie Mae,16,2003,Diversified Financials,,DC
"Merck & Co., Inc.",17,2003,Pharmaceuticals,,NJ
The Kroger Company,18,2003,Food & Drug Stores,,OH
"Cardinal Health, Inc.",19,2003,Wholesalers: Health Care,,OH
McKesson Corporation,20,2003,Wholesalers: Health Care,,CA
State Farm Insurance Cos.,21,2003,Insurance: Property and Casualty (Mutual),,IL
AT&T,22,2003,Telecommunications,,NJ
Bank of America Corporation,23,2003,Commercial Banks,,NC
AmerisourceBergen Corp.,24,2003,Wholesalers: Health Care,,PA
Target Corporation,25,2003,General Merchandisers,,MN
J.P. Morgan Chase & Co.,26,2003,Commercial Banks,,NY
SBC Communications Inc.,27,2003,Telecommunications,,TX
Berkshire Hathaway Inc.,28,2003,Insurance: Property and Casualty (Stock),,NE
AOL Time Warner Inc.,29,2003,Entertainment,,NY
Sears Roebuck and Company,30,2003,General Merchandisers,,IL
The Procter & Gamble Company,31,2003,Household and Personal Products,,OH
Freddie Mac,32,2003,Diversified Financials,,VA
Costco Wholesale Corporation,33,2003,Specialty Retailers,,WA
Johnson & Johnson,34,2003,Pharmaceuticals,,NJ
"Albertson's, Inc.",35,2003,Food & Drug Stores,,ID
Dell Computer Corporation,36,2003,"Computers, Office Equipment",,TX
Pfizer Inc.,37,2003,Pharmaceuticals,,NY
MetLife Inc.,38,2003,"Insurance: Life, Health (Stock)",,NY
Kmart Corporation,39,2003,General Merchandisers,,MI
Morgan Stanley,40,2003,Securities,,NY
Safeway Inc.,41,2003,Food & Drug Stores,,CA
"J.C. Penney Company, Inc.",42,2003,General Merchandisers,,TX
"United Parcel Service, Inc.",43,2003,"Mail, Package, and Freight Delivery",,GA
The Allstate Corporation,44,2003,Insurance: Property and Casualty (Stock),,IL
Walgreen Co.,45,2003,Food & Drug Stores,,IL
Wells Fargo & Co.,46,2003,Commercial Banks,,CA
Microsoft Corporation,47,2003,Computer Software,,WA
"Merrill Lynch & Co., Inc.",48,2003,Securities,,NY
United Technologies Corporation,49,2003,Aerospace & Defense,,CT
"ConAgra Foods, Incorporated",50,2003,Food Consumer Products,,NE
The Dow Chemical Company,51,2003,Chemicals,,MI
Marathon Oil Corporation,52,2003,Petroleum Refining,,TX
Delphi Corporation,53,2003,Motor Vehicles & Parts,,MI
Sprint Corporation,54,2003,Telecommunications,,KS
Valero Energy Corp,55,2003,Petroleum Refining,,TX
Lockheed Martin Corporation,56,2003,Aerospace & Defense,,MD
"Prudential Financial, Inc.",57,2003,"Insurance: Life, Health (Stock)",,NJ
Intel,58,2003,Semiconductors and Other Electronic Components,,CA
"Motorola, Inc.",59,2003,Network and Other Communications Equipment,,IL
"Lowe's Companies, Inc.",60,2003,Specialty Retailers,,NC
The Walt Disney Company,61,2003,Entertainment,,CA
"PepsiCo, Inc.",62,2003,Food Consumer Products,,NY
"UnitedHealth Group, Incorporated",63,2003,Health Care,,MN
International Paper Company,64,2003,Forest and Paper Products,,CT
New York Life Insurance Company,65,2003,"Insurance: Life, Health (Mutual)",,NY
Viacom Inc.,66,2003,Entertainment,,NY
E.I. du Pont de Nemours,67,2003,Chemicals,,DE
CVS Corporation,68,2003,Food & Drug Stores,,RI
American Express Company,69,2003,Diversified Financials,,NY
Wachovia Corp.,70,2003,Commercial Banks,,NC
Archer Daniels Midland Company,71,2003,Food Production,,IL
"Tyson Foods, Inc.",72,2003,Food Production,,AR
Sysco Corporation,73,2003,Wholesalers: Food and Grocery,,TX
Georgia-Pacific Corporation,74,2003,Forest and Paper Products,,GA
"Goldman Sachs Group, Inc.",75,2003,Securities,,NY
"Ingram Micro, Inc.",76,2003,Wholesalers: Electronics and Office Equipment,,CA
BellSouth Corporation,77,2003,Telecommunications,,GA
Honeywell International Inc.,78,2003,Aerospace & Defense,,NJ
Bank One Corporation,79,2003,Commercial Banks,,IL
Electronic Data Systems Corporation,80,2003,Computer And Data Services,,TX
Supervalu Inc.,81,2003,Wholesalers: Food and Grocery,,MN
"Alcoa, Inc.",82,2003,Metals,,PA
FedEx Corporation,83,2003,"Mail, Package, and Freight Delivery",,TN
Massachusetts Mutual Life Insurance Company,84,2003,"Insurance: Life, Health (Mutual)",,MA
"Caterpillar, Inc.",85,2003,Industrial and Farm Equipment,,IL
"Johnson Controls, Inc.",86,2003,Motor Vehicles & Parts,,WI
CIGNA Corporation,87,2003,Health Care,,PA
Aetna Inc.,88,2003,Health Care,,CT
Teachers Insurance and Annuity Association College Retiremen,89,2003,"Insurance: Life, Health (Mutual)",,NY
"HCA, Inc",90,2003,Health Care,,TN
Best Buy Co. Inc.,91,2003,Specialty Retailers,,MN
The Coca-Cola Company,92,2003,Beverages,,GA
"AutoNation, Inc.",93,2003,"Automotive Retailing, Services",,FL
"Washington Mutual, Inc.",94,2003,Savings Institutions,,WA
"Cisco Systems, Inc.",95,2003,Network and Other Communications Equipment,,CA
Weyerhaeuser Company,96,2003,Forest and Paper Products,,WA
Visteon Corporation,97,2003,Motor Vehicles & Parts,,MI
Bristol-Myers Squibb Company,98,2003,Pharmaceuticals,,NY
Northrop Grumman Corporation,99,2003,Aerospace & Defense,,CA
Abbott Laboratories,100,2003,Pharmaceuticals,,IL
Sara Lee Corporation,101,2003,Food Consumer Products,,IL
"Fleming Companies, Inc.",102,2003,Wholesalers: Food and Grocery,,TX
WellPoint Health Networks Inc.,103,2003,Health Care,,CA
AMR Corporation,104,2003,Airlines,,TX
Raytheon Company,105,2003,Aerospace & Defense,,MA
Pharmacia Corporation,106,2003,Pharmaceuticals,,NJ
Loews Corporation,107,2003,Insurance: Property and Casualty (Stock),,NY
"Coca-Cola Enterprises, Inc.",108,2003,Beverages,,GA
"Lehman Brothers Holdings, Inc.",109,2003,Securities,,NY
3M Company,110,2003,zMiscellaneous,,MN
Nationwide Mutual Insurance Co.,111,2003,Insurance: Property and Casualty (Stock),,OH
"Publix Super Markets, Inc.",112,2003,Food & Drug Stores,,FL
Northwestern Mutual Life Insurance Company,113,2003,"Insurance: Life, Health (Mutual)",,WI
Hartford Financial Services Group Inc.,114,2003,Insurance: Property and Casualty (Stock),,CT
FleetBoston Financial Corporation,115,2003,Commercial Banks,,MA
Xerox Corporation,116,2003,"Computers, Office Equipment",,CT
Tech Data Corporation,117,2003,Wholesalers: Electronics and Office Equipment,,FL
Duke Energy Corporation,118,2003,Utilities: Gas and Electric,,NC
"AT&T Wireless Services, Inc.",119,2003,Telecommunications,,WA
"American Electric Power Company, Inc.",120,2003,Energy,,OH
Qwest Communications International Inc.,121,2003,Telecommunications,,CO
"Federated Department Stores, Inc.",122,2003,General Merchandisers,,OH
U.S. Bancorp,123,2003,Commercial Banks,,MN
McDonald's Corporation,124,2003,Food Services,,IL
Rite Aid Corporation,125,2003,Food & Drug Stores,,PA
Exelon Corporation,126,2003,Utilities: Gas and Electric,,IL
"Household International, Inc.",127,2003,Diversified Financials,,IL
Wyeth,128,2003,Pharmaceuticals,,NJ
Liberty Mutual Insurance Group,129,2003,Insurance: Property and Casualty (Stock),,MA
"The Gap, Inc.",130,2003,Specialty Retailers,,CA
Lear Corporation,131,2003,Motor Vehicles & Parts,,MI
UAL Corporation,132,2003,Airlines,,IL
Cendant Corporation,133,2003,zMiscellaneous,,NY
TXU Corp.,134,2003,Energy,,TX
Deere & Company,135,2003,Industrial and Farm Equipment,,IL
Tenet Healthcare Corporation,136,2003,Health Care,,CA
General Dynamics Corporation,137,2003,Aerospace & Defense,,VA
Emerson Electric Co.,138,2003,"Electronics, Electrical Equipment",,MO
Goodyear Tire & Rubber,139,2003,Motor Vehicles & Parts,,OH
PG&E Corp.,140,2003,Utilities: Gas and Electric,,CA
Lucent Technologies Inc.,141,2003,Network and Other Communications Equipment,,NJ
"Anheuser-Busch Companies, Inc.",142,2003,Beverages,,MO
Kimberly-Clark Corporation,143,2003,Household and Personal Products,,TX
The May Department Stores Company,144,2003,General Merchandisers,,MO
"Delta Air Lines, Inc.",145,2003,Airlines,,GA
"Anthem,Inc.",146,2003,Health Care,,IN
"Express Scripts, Inc.",147,2003,Health Care,,MO
"AdvancePCS, Inc.",148,2003,Health Care,,TX
"Winn-Dixie Stores, Inc.",149,2003,Food & Drug Stores,,FL
Eastman Kodak Company,150,2003,"Scientific, Photographic and Control Equipment",,NY
"Circuit City Stores, Inc.",151,2003,Specialty Retailers,,VA
El Paso Corporation,152,2003,Energy,,TX
Halliburton Company,153,2003,"Oil and Gas Equipment, Services",,TX
"Sunoco, Inc.",154,2003,Petroleum Refining,,PA
"Sun Microsystems, Inc.",155,2003,"Computers, Office Equipment",,CA
Union Pacific Corporation,156,2003,Railroads,,NE
Comcast Corporation,157,2003,Telecommunications,,PA
Solectron Corporation,158,2003,Semiconductors and Other Electronic Components,,CA
FirstEnergy Corporation,159,2003,Utilities: Gas and Electric,,OH
CInergy Corp.,160,2003,Energy,,OH
"The TJX Companies, Inc.",161,2003,Specialty Retailers,,MA
Amerada Hess Corporation,162,2003,Petroleum Refining,,NY
Edison International,163,2003,Utilities: Gas and Electric,,CA
"Reliant Resources, Inc.",164,2003,Energy,,TX
"Staples, Inc.",165,2003,Specialty Retailers,,MA
"Office Depot, Inc.",166,2003,Specialty Retailers,,FL
Computer Sciences Corporation,167,2003,Computer And Data Services,,CA
"Toys ""R"" Us, Inc.",168,2003,Specialty Retailers,,NJ
Humana Inc.,169,2003,Health Care,,KY
PacifiCare Health Systems Inc.,170,2003,Health Care,,CA
"Waste Management, Inc.",171,2003,Waste Management,,TX
Eli Lilly and Company,172,2003,Pharmaceuticals,,IN
Whirlpool Corporation,173,2003,"Electronics, Electrical Equipment",,MI
Textron Inc.,174,2003,Aerospace & Defense,,RI
"Marriott International, Inc.",175,2003,"Hotels, Casinos, Resorts",,MD
Manpower Inc.,176,2003,Temporary Help,,WI
Southern Company,177,2003,Utilities: Gas and Electric,,GA
"Marsh & McLennan Companies, Inc.",178,2003,Diversified Financials,,NY
MBNA Corporation,179,2003,Commercial Banks,,DE
Xcel Energy Inc.,180,2003,Utilities: Gas and Electric,,MN
AES Corporation,181,2003,Utilities: Gas and Electric,,VA
Dana Corporation,182,2003,Motor Vehicles & Parts,,OH
"AFLAC, Inc.",183,2003,"Insurance: Life, Health (Stock)",,GA
"Dominion Resources, Inc.",184,2003,Utilities: Gas and Electric,,VA
Health Net Inc.,185,2003,Health Care,,CA
Fluor Corporation,186,2003,Engineering & Construction,,CA
Schering-Plough Corporation,187,2003,Pharmaceuticals,,NJ
"Nike, Inc.",188,2003,Apparel,,OR
"Illinois Tool Works, Inc.",189,2003,Industrial and Farm Equipment,,IL
Oracle Corporation,190,2003,Computer Software,,CA
Capital One Financial Corporation,191,2003,Diversified Financials,,VA
UnumProvident Corporation,192,2003,"Insurance: Life, Health (Stock)",,TN
Northwest Airlines Corporation,193,2003,Airlines,,MN
H.J. Heinz Company,194,2003,Food Consumer Products,,PA
Masco Corporation,195,2003,"Home Equipment, Furnishings",,MI
"The Williams Companies, Inc.",196,2003,Pipelines,,OK
The Progressive Corporation,197,2003,Insurance: Property and Casualty (Stock),,OH
Colgate-Palmolive Company,198,2003,Household and Personal Products,,NY
United Services Automobile Association,199,2003,Insurance: Property and Casualty (Stock),,TX
"The Pepsi Bottling Group, Inc.",200,2003,Beverages,,NY
Dean Foods Company,201,2003,Food Production,,TX
"Limited Brands, Inc.",202,2003,Specialty Retailers,,OH
Chubb Corporation,203,2003,Insurance: Property and Casualty (Stock),,NJ
Kohl's Corporation,204,2003,General Merchandisers,,WI
Burlington Northern Santa Fe Corp.,205,2003,Railroads,,TX
"Avnet, Inc.",206,2003,Wholesalers: Electronics and Office Equipment,,AZ
"The St. Paul Companies, Inc.",207,2003,Insurance: Property and Casualty (Stock),,MN
John Hancock Financial Services Inc.,208,2003,"Insurance: Life, Health (Stock)",,MA
Countrywide Financial Corporation,209,2003,Diversified Financials,,CA
"Principal Financial Group, Inc.",210,2003,"Insurance: Life, Health (Stock)",,IA
"Public Service Enterprise Group, Inc.",211,2003,Utilities: Gas and Electric,,NJ
Aon Corporation,212,2003,Diversified Financials,,IL
Aramark Corporation,213,2003,Diversified Outsourcing Services,,PA
Sanmina-SCI Corporation,214,2003,Semiconductors and Other Electronic Components,,CA
National City Corporation,215,2003,Commercial Banks,,OH
"Nextel Communications, Inc.",216,2003,Telecommunications,,VA
"Consolidated Edison, Inc.",217,2003,Utilities: Gas and Electric,,NY
Gillette Company,218,2003,Household and Personal Products,,MA
"Clear Channel Communications, Inc.",219,2003,Entertainment,,TX
"Continental Airlines, Inc.",220,2003,Airlines,,TX
"Plains All American Pipeline, L.P.",221,2003,Pipelines,,TX
Baxter International Inc.,222,2003,Medical Products and Equipment,,IL
Texas Instruments Incorporated,223,2003,Semiconductors and Other Electronic Components,,TX
Entergy Corporation,224,2003,Utilities: Gas and Electric,,LA
Kellogg Company,225,2003,Food Consumer Products,,MI
"FPL Group, Inc.",226,2003,Utilities: Gas and Electric,,FL
Genuine Parts Company,227,2003,Wholesalers: Diversified,,GA
"Progress Energy, Inc.",228,2003,Utilities: Gas and Electric,,NC
Dillard's Inc.,229,2003,General Merchandisers,,AR
Smurfit-Stone Container Corporation,230,2003,"Packaging, Containers",,IL
CSX,231,2003,Railroads,,VA
Guardian Life Insurance Co. of America,232,2003,"Insurance: Life, Health (Mutual)",,NY
"PPG Industries, Inc.",233,2003,Chemicals,,PA
ALLTEL Corporation,234,2003,Telecommunications,,AR
"General Mills, Inc.",235,2003,Food Consumer Products,,MN
"CenterPoint Energy, Inc.",236,2003,Utilities: Gas and Electric,,TX
Cenex Harvest States Cooperatives,237,2003,Wholesalers: Food and Grocery,,MN
